INDEXFORSAVE,LAYER,LAYER_V7,NAME,X,Y,XSIZE,YSIZE,SHAPE,UNIQUEID,status
1383,BOTTOM,,2,4237.6178mil,5259.6799mil,74.8031mil,94.4882mil,RECTANGLE,AUVLJWWB,geometry_only_unconfirmed
1384,BOTTOM,,1,4407.9579mil,5150.6587mil,19.685mil,23.622mil,RECTANGLE,VDJVSOGM,geometry_only_unconfirmed
1385,BOTTOM,,2,4407.9579mil,5111.2886mil,19.685mil,23.622mil,RECTANGLE,JXCKNMTI,geometry_only_unconfirmed
1386,BOTTOM,,1,5263.2726mil,4505.4433mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,HHOKSRDC,geometry_only_unconfirmed
1387,BOTTOM,,2,5239.6506mil,4505.4433mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,WAJYCKKT,geometry_only_unconfirmed
1388,BOTTOM,,2,5244.1838mil,4609.5584mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,ORQTLNXA,geometry_only_unconfirmed
1389,BOTTOM,,1,5244.1838mil,4585.9364mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,WJNIKOJM,geometry_only_unconfirmed
1390,BOTTOM,,2,4635.1338mil,5018.529mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,DAOJDEVH,geometry_only_unconfirmed
1391,BOTTOM,,1,4635.1338mil,4994.907mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,QWFNVDJA,geometry_only_unconfirmed
1392,BOTTOM,,1,4480.8692mil,5131.1829mil,19.685mil,23.622mil,RECTANGLE,AUYCBGBA,geometry_only_unconfirmed
1393,BOTTOM,,2,4520.2393mil,5131.1829mil,19.685mil,23.622mil,RECTANGLE,XWENWQST,geometry_only_unconfirmed
1394,BOTTOM,,1,4520.2393mil,5162.6614mil,19.685mil,23.622mil,RECTANGLE,VILQEKPT,geometry_only_unconfirmed
1395,BOTTOM,,2,4480.8692mil,5162.6614mil,19.685mil,23.622mil,RECTANGLE,GYRVFMGD,geometry_only_unconfirmed
1396,BOTTOM,,1,4484.07mil,5315.9082mil,19.685mil,23.622mil,RECTANGLE,JLUNTVSL,geometry_only_unconfirmed
1397,BOTTOM,,2,4523.4401mil,5315.9082mil,19.685mil,23.622mil,RECTANGLE,KJCFOQJY,geometry_only_unconfirmed
1398,BOTTOM,,1,4345.4723mil,5298.0657mil,19.685mil,23.622mil,RECTANGLE,LQDAXWXO,geometry_only_unconfirmed
1399,BOTTOM,,2,4345.4723mil,5258.6956mil,19.685mil,23.622mil,RECTANGLE,HFKVPDUH,geometry_only_unconfirmed
1400,BOTTOM,,2,4211.4348mil,5547.3381mil,13.7795mil,23.622mil,ROUNDEDRECTANGLE,ENFHRWSF,geometry_only_unconfirmed
1401,BOTTOM,,1,4211.4348mil,5572.9287mil,13.7795mil,23.622mil,ROUNDEDRECTANGLE,ADIYJVDI,geometry_only_unconfirmed
1402,BOTTOM,,2,4211.4348mil,5637.5637mil,13.7795mil,23.622mil,ROUNDEDRECTANGLE,IASMUNVA,geometry_only_unconfirmed
1403,BOTTOM,,1,4211.4348mil,5611.9731mil,13.7795mil,23.622mil,ROUNDEDRECTANGLE,CLRSJEPC,geometry_only_unconfirmed
1404,BOTTOM,,2,5303.8793mil,3681.1504mil,19.685mil,23.622mil,RECTANGLE,UUGCXKCM,geometry_only_unconfirmed
1405,BOTTOM,,1,5264.5092mil,3681.1504mil,19.685mil,23.622mil,RECTANGLE,EIOFBYBG,geometry_only_unconfirmed
1406,BOTTOM,,2,5017.0412mil,3523.2396mil,19.685mil,23.622mil,RECTANGLE,OLVCGRHT,geometry_only_unconfirmed
1407,BOTTOM,,1,5056.4113mil,3523.2396mil,19.685mil,23.622mil,RECTANGLE,DBCMQAXD,geometry_only_unconfirmed
1408,BOTTOM,,1,4768.4456mil,3794.569mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,CMUJBVJE,geometry_only_unconfirmed
1409,BOTTOM,,2,4768.4456mil,3733.5454mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,SQSUDUCV,geometry_only_unconfirmed
1410,BOTTOM,,1,4998.5199mil,3283.5981mil,55.1181mil,43.3071mil,RECTANGLE,TSUUUUYM,geometry_only_unconfirmed
1411,BOTTOM,,2,5057.575mil,3283.5981mil,55.1181mil,43.3071mil,RECTANGLE,BNRMAICG,geometry_only_unconfirmed
1412,BOTTOM,,2,4958.4153mil,4407.7751mil,19.685mil,23.622mil,RECTANGLE,GTCMPPAD,geometry_only_unconfirmed
1413,BOTTOM,,1,4997.7854mil,4407.7751mil,19.685mil,23.622mil,RECTANGLE,VQIFGARM,geometry_only_unconfirmed
1414,BOTTOM,,2,4947.7853mil,4453.1834mil,19.685mil,23.622mil,RECTANGLE,DLHOMDBB,geometry_only_unconfirmed
1415,BOTTOM,,1,4947.7853mil,4492.5535mil,19.685mil,23.622mil,RECTANGLE,DGQAVIBV,geometry_only_unconfirmed
1416,BOTTOM,,2,4897.4811mil,4453.1834mil,19.685mil,23.622mil,RECTANGLE,WAFWCKPC,geometry_only_unconfirmed
1417,BOTTOM,,1,4897.4811mil,4492.5535mil,19.685mil,23.622mil,RECTANGLE,CASIVNHU,geometry_only_unconfirmed
1418,BOTTOM,,2,5180.0588mil,4420.7495mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,LKJEMJSK,geometry_only_unconfirmed
1419,BOTTOM,,1,5180.0588mil,4444.3715mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,TCEDICFT,geometry_only_unconfirmed
1420,BOTTOM,,2,4666.2826mil,3402.0278mil,19.685mil,23.622mil,RECTANGLE,FITFYVET,geometry_only_unconfirmed
1421,BOTTOM,,1,4626.9125mil,3402.0278mil,19.685mil,23.622mil,RECTANGLE,GIFTLXYQ,geometry_only_unconfirmed
1422,BOTTOM,,2,5039.2499mil,3822.1136mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,DPXNGGQE,geometry_only_unconfirmed
1423,BOTTOM,,1,5039.2499mil,3753.216mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,HJKBPIHJ,geometry_only_unconfirmed
1424,BOTTOM,,2,4840.5207mil,5353.29mil,33.4646mil,31.4961mil,RECTANGLE,HJHFPSIU,geometry_only_unconfirmed
1425,BOTTOM,,1,4895.6388mil,5353.29mil,33.4646mil,31.4961mil,RECTANGLE,PVIYDCKQ,geometry_only_unconfirmed
1426,BOTTOM,,1,4981.616mil,5298.0657mil,19.685mil,23.622mil,RECTANGLE,KPJDAWSB,geometry_only_unconfirmed
1427,BOTTOM,,2,4942.2459mil,5298.0657mil,19.685mil,23.622mil,RECTANGLE,TXTYACFA,geometry_only_unconfirmed
1428,BOTTOM,,1,4480.8692mil,5245.161mil,19.685mil,23.622mil,RECTANGLE,KLRWQKYE,geometry_only_unconfirmed
1429,BOTTOM,,2,4520.2393mil,5245.161mil,19.685mil,23.622mil,RECTANGLE,UVQVYXLH,geometry_only_unconfirmed
1430,BOTTOM,,1,4994.7636mil,3462.3538mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,SMIIRLRT,geometry_only_unconfirmed
1431,BOTTOM,,2,4994.7636mil,3401.3302mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,OJBYRYKI,geometry_only_unconfirmed
1432,BOTTOM,,2,4876.0657mil,3733.5454mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,OPWGNXFP,geometry_only_unconfirmed
1433,BOTTOM,,1,4876.0657mil,3794.569mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,BAAQLCSV,geometry_only_unconfirmed
1434,BOTTOM,,2,4964.4722mil,3708.8762mil,23.622mil,62.9921mil,ROUNDEDRECTANGLE,RGUMCNVB,geometry_only_unconfirmed
1435,BOTTOM,,1,4964.4722mil,3638.01mil,23.622mil,62.9921mil,ROUNDEDRECTANGLE,MRAQRSJY,geometry_only_unconfirmed
1436,BOTTOM,,2,4681.1794mil,3713.7038mil,23.622mil,62.9921mil,ROUNDEDRECTANGLE,GVSKWBKY,geometry_only_unconfirmed
1437,BOTTOM,,1,4681.1794mil,3642.8376mil,23.622mil,62.9921mil,ROUNDEDRECTANGLE,WUAWPXBH,geometry_only_unconfirmed
1438,BOTTOM,,2,4661.2976mil,3199.5147mil,23.622mil,62.9921mil,ROUNDEDRECTANGLE,NGFMNLRI,geometry_only_unconfirmed
1439,BOTTOM,,1,4661.2976mil,3270.3809mil,23.622mil,62.9921mil,ROUNDEDRECTANGLE,JFLFKBAQ,geometry_only_unconfirmed
1440,BOTTOM,,2,4583.6348mil,3091.0928mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,YYMCJQIF,geometry_only_unconfirmed
1441,BOTTOM,,1,4583.6348mil,3159.9904mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,GURISIQW,geometry_only_unconfirmed
1442,BOTTOM,,2,5005.4024mil,5403.8805mil,55.1181mil,43.3071mil,RECTANGLE,AINYPGLR,geometry_only_unconfirmed
1443,BOTTOM,,1,5005.4024mil,5344.8254mil,55.1181mil,43.3071mil,RECTANGLE,UJBNWLCH,geometry_only_unconfirmed
1444,BOTTOM,,1,4480.8692mil,5074.399mil,19.685mil,23.622mil,RECTANGLE,QDHYFLDC,geometry_only_unconfirmed
1445,BOTTOM,,2,4520.2393mil,5074.399mil,19.685mil,23.622mil,RECTANGLE,UONTXMEL,geometry_only_unconfirmed
1446,BOTTOM,,2,5186.5882mil,3681.1504mil,19.685mil,23.622mil,RECTANGLE,KCBNYBJL,geometry_only_unconfirmed
1447,BOTTOM,,1,5225.9583mil,3681.1504mil,19.685mil,23.622mil,RECTANGLE,YXEJVBWS,geometry_only_unconfirmed
1448,BOTTOM,,2,4919.3977mil,3178.685mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,RFNGGGEU,geometry_only_unconfirmed
1449,BOTTOM,,1,4919.3977mil,3117.6614mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,XRUDXONW,geometry_only_unconfirmed
1450,BOTTOM,,2,4765.8868mil,3205.3798mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,CSCOTBHN,geometry_only_unconfirmed
1451,BOTTOM,,1,4826.9104mil,3205.3798mil,29.5276mil,35.4331mil,ROUNDEDRECTANGLE,HVGDMMNO,geometry_only_unconfirmed
1452,BOTTOM,,37,4713.8737mil,5169.7549mil,145.6693mil,145.6693mil,ROUNDEDRECTANGLE,SXIHDDHO,geometry_only_unconfirmed
1453,BOTTOM,,36,4635.1335mil,5055.5817mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,LDFNFNGR,geometry_only_unconfirmed
1454,BOTTOM,,35,4654.8186mil,5055.5817mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,WGVBMRIM,geometry_only_unconfirmed
1455,BOTTOM,,34,4674.5036mil,5055.5817mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,UEGINMTX,geometry_only_unconfirmed
1456,BOTTOM,,33,4694.1887mil,5055.5817mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,PABNNJIJ,geometry_only_unconfirmed
1457,BOTTOM,,32,4713.8737mil,5055.5817mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,XAJWVRLA,geometry_only_unconfirmed
1458,BOTTOM,,31,4733.5587mil,5055.5817mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,XKDHHUAB,geometry_only_unconfirmed
1459,BOTTOM,,30,4753.2438mil,5055.5817mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,METJSAHD,geometry_only_unconfirmed
1460,BOTTOM,,29,4772.9288mil,5055.5817mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,WGKNQQPT,geometry_only_unconfirmed
1461,BOTTOM,,28,4792.6139mil,5055.5817mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,LQHCKCJE,geometry_only_unconfirmed
1462,BOTTOM,,18,4792.6139mil,5283.9281mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,AFTROAYB,geometry_only_unconfirmed
1463,BOTTOM,,17,4772.9288mil,5283.9281mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,PSMNMHWE,geometry_only_unconfirmed
1464,BOTTOM,,16,4753.2438mil,5283.9281mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,ATHQIACQ,geometry_only_unconfirmed
1465,BOTTOM,,15,4733.5587mil,5283.9281mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,FMFDSGCB,geometry_only_unconfirmed
1466,BOTTOM,,14,4713.8737mil,5283.9281mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,MILWMTTM,geometry_only_unconfirmed
1467,BOTTOM,,13,4694.1887mil,5283.9281mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,NHDYYTCV,geometry_only_unconfirmed
1468,BOTTOM,,12,4674.5036mil,5283.9281mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,ODFFQVXW,geometry_only_unconfirmed
1469,BOTTOM,,11,4654.8186mil,5283.9281mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,FVFLUYLK,geometry_only_unconfirmed
1470,BOTTOM,,10,4635.1335mil,5283.9281mil,9.8425mil,23.622mil,ROUNDEDRECTANGLE,DAEGRKRJ,geometry_only_unconfirmed
1471,BOTTOM,,27,4828.0469mil,5091.0147mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,BCFFBCPM,geometry_only_unconfirmed
1472,BOTTOM,,26,4828.0469mil,5110.6998mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,DBQIORKD,geometry_only_unconfirmed
1473,BOTTOM,,25,4828.0469mil,5130.3848mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,APWHRYVE,geometry_only_unconfirmed
1474,BOTTOM,,24,4828.0469mil,5150.0699mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,FNPNRRXR,geometry_only_unconfirmed
1475,BOTTOM,,23,4828.0469mil,5169.7549mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,MHILAXTH,geometry_only_unconfirmed
1476,BOTTOM,,22,4828.0469mil,5189.4399mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,GJFOJKGL,geometry_only_unconfirmed
1477,BOTTOM,,21,4828.0469mil,5209.125mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,GTKDTMMQ,geometry_only_unconfirmed
1478,BOTTOM,,20,4828.0469mil,5228.81mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,ADMIGKYI,geometry_only_unconfirmed
1479,BOTTOM,,19,4828.0469mil,5248.4951mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,HPLBGCWK,geometry_only_unconfirmed
1480,BOTTOM,,9,4599.7005mil,5248.4951mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,TPPUVDCF,geometry_only_unconfirmed
1481,BOTTOM,,8,4599.7005mil,5228.81mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,WBVFFCUU,geometry_only_unconfirmed
1482,BOTTOM,,7,4599.7005mil,5209.125mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,NXQTMYOK,geometry_only_unconfirmed
1483,BOTTOM,,6,4599.7005mil,5189.4399mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,LOVCOIMM,geometry_only_unconfirmed
1484,BOTTOM,,5,4599.7005mil,5169.7549mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,KDKYIUPB,geometry_only_unconfirmed
1485,BOTTOM,,4,4599.7005mil,5150.0699mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,ORUCPGLK,geometry_only_unconfirmed
1486,BOTTOM,,3,4599.7005mil,5130.3848mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,IVWXYFOI,geometry_only_unconfirmed
1487,BOTTOM,,2,4599.7005mil,5110.6998mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,ABWYLKDS,geometry_only_unconfirmed
1488,BOTTOM,,1,4599.7005mil,5091.0147mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,TXPBMWPR,geometry_only_unconfirmed
1489,BOTTOM,,2,4491.0872mil,5547.1762mil,50mil,63mil,RECTANGLE,FPIPIVLG,geometry_only_unconfirmed
1490,BOTTOM,,1,4411.0872mil,5547.1762mil,50mil,63mil,RECTANGLE,HDWMSDWI,geometry_only_unconfirmed
1491,BOTTOM,,1,4543.3401mil,5358.2112mil,33.4646mil,31.4961mil,RECTANGLE,AKMYKMGG,geometry_only_unconfirmed
1492,BOTTOM,,2,4488.222mil,5358.2112mil,33.4646mil,31.4961mil,RECTANGLE,ASCWLXCX,geometry_only_unconfirmed
1493,BOTTOM,,2,4407.9579mil,5229.0321mil,19.685mil,23.622mil,RECTANGLE,FXXAVDDI,geometry_only_unconfirmed
1494,BOTTOM,,1,4407.9579mil,5189.662mil,19.685mil,23.622mil,RECTANGLE,WSCVHKWD,geometry_only_unconfirmed
1495,BOTTOM,,2,4491.0872mil,5637.7257mil,50mil,63mil,RECTANGLE,OIGPFSOO,geometry_only_unconfirmed
1496,BOTTOM,,1,4411.0872mil,5637.7257mil,50mil,63mil,RECTANGLE,QGOGYGVB,geometry_only_unconfirmed
1497,BOTTOM,,1,4919.5872mil,3291.4647mil,62.9921mil,23.622mil,ROUNDEDRECTANGLE,LTVQPNEE,geometry_only_unconfirmed
1498,BOTTOM,,2,4919.5872mil,3220.5986mil,62.9921mil,23.622mil,ROUNDEDRECTANGLE,RRLXFPEX,geometry_only_unconfirmed
1499,BOTTOM,,2,4622.353mil,5392.6601mil,19.685mil,23.622mil,RECTANGLE,VXTCAWQX,geometry_only_unconfirmed
1500,BOTTOM,,1,4622.353mil,5353.29mil,19.685mil,23.622mil,RECTANGLE,FGWFQCDW,geometry_only_unconfirmed
1501,BOTTOM,,1,4488.2219mil,5405.4553mil,33.4646mil,31.4961mil,RECTANGLE,AWORFQTG,geometry_only_unconfirmed
1502,BOTTOM,,2,4543.34mil,5405.4553mil,33.4646mil,31.4961mil,RECTANGLE,KFOOFYYD,geometry_only_unconfirmed
1503,BOTTOM,,1,4617.6458mil,3505.4469mil,33.4646mil,31.4961mil,RECTANGLE,WTJLFIFF,geometry_only_unconfirmed
1504,BOTTOM,,2,4672.7639mil,3505.4469mil,33.4646mil,31.4961mil,RECTANGLE,JUBLJIKH,geometry_only_unconfirmed
1505,BOTTOM,,1,4610.8489mil,3753.4165mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,GKCBRBIE,geometry_only_unconfirmed
1506,BOTTOM,,2,4610.8489mil,3822.3141mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,WTUCRGMO,geometry_only_unconfirmed
1507,BOTTOM,,1,4680.9061mil,3753.216mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,EHBVVAPX,geometry_only_unconfirmed
1508,BOTTOM,,2,4680.9061mil,3822.1136mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,XYVYXIWM,geometry_only_unconfirmed
1509,BOTTOM,,1,4661.5132mil,3160.513mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,RSQFVHGJ,geometry_only_unconfirmed
1510,BOTTOM,,2,4661.5132mil,3091.6154mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,DKTSOMFL,geometry_only_unconfirmed
1511,BOTTOM,,1,4967.0456mil,3753.216mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,LXYVKRXP,geometry_only_unconfirmed
1512,BOTTOM,,2,4967.0456mil,3822.1136mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,SHUKLJSL,geometry_only_unconfirmed
1513,BOTTOM,,1,6434.12mil,1858.41mil,39.3701mil,39.3701mil,ROUND,UPSBCDTK,geometry_only_unconfirmed
1514,BOTTOM,,1,6434.12mil,7130.8498mil,39.3701mil,39.3701mil,ROUND,RVPJLLBX,geometry_only_unconfirmed
1515,BOTTOM,,1,3587.6697mil,1858.4103mil,39.3701mil,39.3701mil,ROUND,ADUGTRCC,geometry_only_unconfirmed
1516,BOTTOM,,1,3494.2185mil,6854.1768mil,39.3701mil,39.3701mil,ROUND,QGCEKPIO,geometry_only_unconfirmed
1517,BOTTOM,,1,3587.6698mil,7130.8499mil,39.3701mil,39.3701mil,ROUND,CYOQAVFS,geometry_only_unconfirmed
1518,BOTTOM,,1,5734.218mil,2333.9593mil,39.3701mil,39.3701mil,ROUND,FYCRVCCG,geometry_only_unconfirmed
1519,BOTTOM,,1,3494.2184mil,2333.9592mil,39.3701mil,39.3701mil,ROUND,LSUFEORV,geometry_only_unconfirmed
1520,BOTTOM,,6,5224.4542mil,3485.7209mil,11.811mil,26.378mil,ROUNDEDRECTANGLE,GHUUOMOE,geometry_only_unconfirmed
1521,BOTTOM,,4,5224.4542mil,3446.3508mil,11.811mil,26.378mil,ROUNDEDRECTANGLE,JUFBADEQ,geometry_only_unconfirmed
1522,BOTTOM,,3,5282.722mil,3446.3508mil,11.811mil,26.378mil,ROUNDEDRECTANGLE,TJHPRSVC,geometry_only_unconfirmed
1523,BOTTOM,,2,5282.722mil,3466.0359mil,11.811mil,26.378mil,ROUNDEDRECTANGLE,EAPWYPYG,geometry_only_unconfirmed
1524,BOTTOM,,1,5282.722mil,3485.7209mil,11.811mil,26.378mil,ROUNDEDRECTANGLE,GVBYRGRG,geometry_only_unconfirmed
1525,BOTTOM,,5,5224.4542mil,3466.0359mil,11.811mil,26.378mil,ROUNDEDRECTANGLE,FMSNGCQF,geometry_only_unconfirmed
1526,BOTTOM,,1,5234.9907mil,3247.7487mil,39.3701mil,62.9921mil,RECTANGLE,NCBUWOEV,geometry_only_unconfirmed
1527,BOTTOM,,3,5234.9907mil,3109.9535mil,39.3701mil,62.9921mil,RECTANGLE,PECNGOIF,geometry_only_unconfirmed
1528,BOTTOM,,2,5144.4395mil,3178.8511mil,39.3701mil,62.9921mil,RECTANGLE,WTFNBXLK,geometry_only_unconfirmed
1529,BOTTOM,,2,4826.6898mil,3317.5389mil,15.748mil,15.748mil,ROUNDEDRECTANGLE,RISGSYQC,geometry_only_unconfirmed
1530,BOTTOM,,2,4826.6898mil,3286.0429mil,15.748mil,15.748mil,ROUNDEDRECTANGLE,YCSKXBSS,geometry_only_unconfirmed
1531,BOTTOM,,3,4795.1937mil,3301.7909mil,23.622mil,27.5591mil,ROUNDEDRECTANGLE,UBLNYUCI,geometry_only_unconfirmed
1532,BOTTOM,,1,4858.1859mil,3301.7909mil,23.622mil,27.5591mil,ROUNDEDRECTANGLE,LPRKKAFJ,geometry_only_unconfirmed
1533,BOTTOM,,60,3960.7537mil,3958.7527mil,10.9843mil,89.3701mil,RECTANGLE,DSYDLSMW,geometry_only_unconfirmed
1534,BOTTOM,,58,3960.7537mil,3939.0676mil,10.9843mil,89.3701mil,RECTANGLE,SCRDKELJ,geometry_only_unconfirmed
1535,BOTTOM,,56,3960.7537mil,3919.3825mil,10.9843mil,89.3701mil,RECTANGLE,DJEJMYMP,geometry_only_unconfirmed
1536,BOTTOM,,54,3960.7537mil,3899.6975mil,10.9843mil,89.3701mil,RECTANGLE,WWUHYFBI,geometry_only_unconfirmed
1537,BOTTOM,,52,3960.7537mil,3880.0125mil,10.9843mil,89.3701mil,RECTANGLE,TSJKQTQQ,geometry_only_unconfirmed
1538,BOTTOM,,50,3960.7537mil,3860.3275mil,10.9843mil,89.3701mil,RECTANGLE,UBCDNKTO,geometry_only_unconfirmed
1539,BOTTOM,,48,3960.7537mil,3840.6424mil,10.9843mil,89.3701mil,RECTANGLE,COHFJQRJ,geometry_only_unconfirmed
1540,BOTTOM,,46,3960.7537mil,3820.9573mil,10.9843mil,89.3701mil,RECTANGLE,VLUEIKQT,geometry_only_unconfirmed
1541,BOTTOM,,44,3960.7537mil,3801.2723mil,10.9843mil,89.3701mil,RECTANGLE,IJRMUSSY,geometry_only_unconfirmed
1542,BOTTOM,,42,3960.7537mil,3781.5873mil,10.9843mil,89.3701mil,RECTANGLE,ADPHGSBL,geometry_only_unconfirmed
1543,BOTTOM,,40,3960.7537mil,3761.9023mil,10.9843mil,89.3701mil,RECTANGLE,ULANYEVL,geometry_only_unconfirmed
1544,BOTTOM,,38,3960.7537mil,3742.2172mil,10.9843mil,89.3701mil,RECTANGLE,CWGGDAWQ,geometry_only_unconfirmed
1545,BOTTOM,,36,3960.7537mil,3722.5322mil,10.9843mil,89.3701mil,RECTANGLE,DMACRKOG,geometry_only_unconfirmed
1546,BOTTOM,,34,3960.7537mil,3702.8471mil,10.9843mil,89.3701mil,RECTANGLE,NIVOOHMB,geometry_only_unconfirmed
1547,BOTTOM,,32,3960.7537mil,3683.1621mil,10.9843mil,89.3701mil,RECTANGLE,IRIAROPH,geometry_only_unconfirmed
1548,BOTTOM,,30,3960.7537mil,3663.4771mil,10.9843mil,89.3701mil,RECTANGLE,TIUJGLAL,geometry_only_unconfirmed
1549,BOTTOM,,28,3960.7537mil,3643.792mil,10.9843mil,89.3701mil,RECTANGLE,QDXCTOFP,geometry_only_unconfirmed
1550,BOTTOM,,26,3960.7537mil,3624.107mil,10.9843mil,89.3701mil,RECTANGLE,AFFFSLYU,geometry_only_unconfirmed
1551,BOTTOM,,24,3960.7537mil,3604.4219mil,10.9843mil,89.3701mil,RECTANGLE,VCTBRQVE,geometry_only_unconfirmed
1552,BOTTOM,,22,3960.7537mil,3584.7369mil,10.9843mil,89.3701mil,RECTANGLE,OHFVUQXW,geometry_only_unconfirmed
1553,BOTTOM,,20,3960.7537mil,3565.0519mil,10.9843mil,89.3701mil,RECTANGLE,EIIDJPSU,geometry_only_unconfirmed
1554,BOTTOM,,18,3960.7537mil,3545.3668mil,10.9843mil,89.3701mil,RECTANGLE,RWABHBYF,geometry_only_unconfirmed
1555,BOTTOM,,16,3960.7537mil,3525.6818mil,10.9843mil,89.3701mil,RECTANGLE,LLEDVCLY,geometry_only_unconfirmed
1556,BOTTOM,,14,3960.7537mil,3505.9967mil,10.9843mil,89.3701mil,RECTANGLE,TYYLGTGU,geometry_only_unconfirmed
1557,BOTTOM,,12,3960.7537mil,3486.3117mil,10.9843mil,89.3701mil,RECTANGLE,DFNYMWLL,geometry_only_unconfirmed
1558,BOTTOM,,10,3960.7537mil,3466.6267mil,10.9843mil,89.3701mil,RECTANGLE,HDMIAEPB,geometry_only_unconfirmed
1559,BOTTOM,,8,3960.7537mil,3446.9416mil,10.9843mil,89.3701mil,RECTANGLE,JSURVJOH,geometry_only_unconfirmed
1560,BOTTOM,,6,3960.7537mil,3427.2566mil,10.9843mil,89.3701mil,RECTANGLE,BDKJGICK,geometry_only_unconfirmed
1561,BOTTOM,,4,3960.7537mil,3407.5715mil,10.9843mil,89.3701mil,RECTANGLE,YAFFXPTQ,geometry_only_unconfirmed
1562,BOTTOM,,2,3960.7537mil,3387.8865mil,10.9843mil,89.3701mil,RECTANGLE,AESQAFPH,geometry_only_unconfirmed
1563,BOTTOM,,59,3735.1631mil,3958.7527mil,10.9843mil,89.3701mil,RECTANGLE,RXICDVLM,geometry_only_unconfirmed
1564,BOTTOM,,57,3735.1631mil,3939.0676mil,10.9843mil,89.3701mil,RECTANGLE,QDYHTEJX,geometry_only_unconfirmed
1565,BOTTOM,,55,3735.1631mil,3919.3825mil,10.9843mil,89.3701mil,RECTANGLE,CYNKITFK,geometry_only_unconfirmed
1566,BOTTOM,,53,3735.1631mil,3899.6975mil,10.9843mil,89.3701mil,RECTANGLE,QXUGNYLC,geometry_only_unconfirmed
1567,BOTTOM,,51,3735.1631mil,3880.0125mil,10.9843mil,89.3701mil,RECTANGLE,RETPWRKO,geometry_only_unconfirmed
